"ID","Course","LongTitle","Dept","UGrad"
"112742","MCB 176","Biochemistry of Membranes","Molecular & Cellular Biology",14
"112754","GENED 1148","Moctezuma's Mexico, Then and N","General Education",83
"112761","COMPLIT 397","Direction Doctoral Dissertatio","Comparative Literature",0
"112792","ENGLISH 312HF","Race and Ethnicity Colloquium","English",0
"112798","APMTH 201","Physical Mathematics I","Applied Mathematics",12
"112805","NEUROBIO 372","Neurotrnsmtr Cntrl of Ion Chan","Medical Sciences",0
"112819","NEC 290","Direction of Master's Thesis","Near Eastern Languages & Civ",0
"112823","RUSS BA","Intermediate Russian I","Slavic Languages & Literatures",7
"112835","RUSS 102","Advanced Russian","Slavic Languages & Literatures",0
"112838","PHIL 399","Doctoral Dissertations","Philosophy",0
"112840","NEC 300","Direction of Master's Thesis","Near Eastern Languages & Civ",1
"112841","GERMAN 99A","Tutorial - Senior Year","Germanic Languages & Lit",1
"112851","MICROBI 308","Bacterial/ Host Interactions","Medical Sciences",0
"112856","SPC-CONC 99A","Tutorial - Senior Year","Special Concentrations",4
"112869","ARABIC 241AR","Advanced Modern Arabic Bridge","Near Eastern Languages & Civ",5
"112874","SOCIOL 2203","Adv Quantitative Research","Sociology",0
"112899","CHNSE 107A","Intermediate Literary Chinese","East Asian Langs & Civ",0
"112904","LATIN 111","Horace: Satires and Epistles","Classics, The",9
"112920","GERMAN 20A","Intermediate German","Germanic Languages & Lit",13
"112941","HISTSCI 300","Doctoral Dissertations","History of Science",0
"112942","ECON 2020A","Microeconomic Theory I","Economics",0
"112949","GOV 2490","The Pol Economy of the School","Government",0
"112976","CHEM 160","The Quantum World","Chemistry & Chemical Biology",27
"112981","HIST 3010","Reading and Research","History",0
"113022","ANTHRO 3000","Reading Course","Anthropology",0
"113024","CLASSIC 301","Reading or Topics Course","Classics, The",0
"113027","COMPSCI 356","Computational Complexity","Computer Science",0
"113083","BBS 380","Reading & Research: Biomedical","Medical Sciences",0
"113094","PSY 971","Sophomore Tutorial in Psych.","Psychology",21
"113117","HAA 98BR","Junior Tutorial","History of Art & Architecture",20
